Customer_ID,Customer_Name,Order_Value,Spending_Rank
C00254,Customer_254,1511052.73,166
C01725,Customer_1725,1506940.32,167
C01882,Customer_1882,1506329.14,168
C02540,Customer_2540,1505529.63,169
C02609,Customer_2609,1505159.8,170
C02774,Customer_2774,1504983.93,171
C02376,Customer_2376,1504435.31,172
C00844,Customer_844,1498822.81,173
C01557,Customer_1557,1496797.96,174
C00657,Customer_657,1496736.3199999998,175
C00171,Customer_171,1494387.27,176
C02533,Customer_2533,1492820.1400000001,177
C00769,Customer_769,1492571.93,178
C02838,Customer_2838,1492539.24,179
C00930,Customer_930,1492081.2999999998,180
C00913,Customer_913,1491966.1,181
C02095,Customer_2095,1486703.5499999998,182
C01760,Customer_1760,1485498.18,183
C01099,Customer_1099,1484978.52,184
C00172,Customer_172,1484956.25,185
C00681,Customer_681,1484637.27,186
C02429,Customer_2429,1483443.79,187
C00457,Customer_457,1483410.98,188
C01512,Customer_1512,1478373.1,189
C02069,Customer_2069,1473744.93,190
C00762,Customer_762,1473111.72,191
C02824,Customer_2824,1470681.6099999999,192
C00242,Customer_242,1469190.6600000001,193
C01017,Customer_1017,1468840.06,194
C00123,Customer_123,1466731.81,195
C00553,Customer_553,1466061.19,196
C02941,Customer_2941,1465257.9100000001,197
C00447,Customer_447,1464483.77,198
C00395,Customer_395,1460934.3,199
C00703,Customer_703,1459202.15,200
C00022,Customer_22,1458680.96,201
C02236,Customer_2236,1456623.94,202
C00714,Customer_714,1455773.2,203
C02325,Customer_2325,1454643.5,204
C00541,Customer_541,1454358.0,205
C01995,Customer_1995,1454196.7,206
C02438,Customer_2438,1452998.35,207
C02750,Customer_2750,1452645.63,208
C00820,Customer_820,1451670.1199999999,209
C01037,Customer_1037,1448469.78,210
C00092,Customer_92,1446909.64,211
C00390,Customer_390,1445442.3,212
C01215,Customer_1215,1444464.91,213
C02578,Customer_2578,1444364.4,214
C02318,Customer_2318,1442331.29,215
C00546,Customer_546,1441416.1300000001,216
C00061,Customer_61,1435430.88,217
C02342,Customer_2342,1435269.01,218
C01075,Customer_1075,1434996.36,219
C01261,Customer_1261,1434756.83,220
C01317,Customer_1317,1432961.73,221
C00115,Customer_115,1430951.91,222
C02667,Customer_2667,1429898.1900000002,223
C01180,Customer_1180,1429754.2,224
C01190,Customer_1190,1427031.68,225
C00453,Customer_453,1424634.55,226
C02016,Customer_2016,1424432.74,227
C01978,Customer_1978,1422387.15,228
C02312,Customer_2312,1419650.3499999999,229
C00674,Customer_674,1419461.8199999998,230
C01402,Customer_1402,1419063.27,231
C01083,Customer_1083,1416885.29,232
C00419,Customer_419,1416390.04,233
C01059,Customer_1059,1415676.06,234
C02464,Customer_2464,1408180.0499999998,235
C00967,Customer_967,1407678.03,236
C00990,Customer_990,1406851.1800000002,237
C01960,Customer_1960,1405738.1,238
C01063,Customer_1063,1404685.43,239
C01046,Customer_1046,1404631.8800000001,240
C01097,Customer_1097,1404363.73,241
C02582,Customer_2582,1403678.62,242
C01196,Customer_1196,1402944.3,243
C01483,Customer_1483,1401394.28,244
C02550,Customer_2550,1401377.47,245
C01518,Customer_1518,1400991.27,246
C01574,Customer_1574,1400371.8299999998,247
C00082,Customer_82,1400109.39,248
C01873,Customer_1873,1399714.87,249
C01706,Customer_1706,1398454.2,250
C00253,Customer_253,1397232.35,251
C02297,Customer_2297,1396436.0,252
C02655,Customer_2655,1393159.71,253
C00950,Customer_950,1389647.08,254
C01241,Customer_1241,1389236.48,255
C02266,Customer_2266,1387625.87,256
C00988,Customer_988,1387592.13,257
C01561,Customer_1561,1386672.29,258
C01095,Customer_1095,1386073.89,259
C00568,Customer_568,1385598.02,260
C00520,Customer_520,1385474.02,261
C00257,Customer_257,1384433.48,262
C02893,Customer_2893,1383580.52,263
C00646,Customer_646,1383119.2600000002,264
C01778,Customer_1778,1380329.49,265
C00838,Customer_838,1378031.6099999999,266
C00960,Customer_960,1376381.77,267
C00601,Customer_601,1375524.18,268
C02833,Customer_2833,1372446.33,269
C02173,Customer_2173,1371187.24,270
C02646,Customer_2646,1370942.1,271
C00505,Customer_505,1370736.63,272
C02602,Customer_2602,1369076.07,273
C00573,Customer_573,1367512.15,274
C01699,Customer_1699,1364480.36,275
C00758,Customer_758,1363689.76,276
C01479,Customer_1479,1362786.6099999999,277
C02947,Customer_2947,1361600.29,278
C02308,Customer_2308,1361470.14,279
C00155,Customer_155,1358983.81,280
C02057,Customer_2057,1358640.04,281
C01682,Customer_1682,1356057.52,282
C02060,Customer_2060,1355987.86,283
C01869,Customer_1869,1355896.66,284
C00130,Customer_130,1355215.6,285
C02416,Customer_2416,1354782.86,286
C00810,Customer_810,1353104.23,287
C01707,Customer_1707,1351700.8900000001,288
C02375,Customer_2375,1350734.04,289
C00311,Customer_311,1350042.54,290
C02805,Customer_2805,1345046.8399999999,291
C02757,Customer_2757,1345045.1,292
C01044,Customer_1044,1344617.29,293
C00465,Customer_465,1344033.24,294
C00363,Customer_363,1343700.29,295
C02198,Customer_2198,1343095.17,296
C01791,Customer_1791,1340820.69,297
