Customer_ID,Customer_Name,Order_Value,Spending_Rank
C00254,Customer_254,1511052.73,166
C01725,Customer_1725,1506940.32,167
C01882,Customer_1882,1506329.14,168
C02540,Customer_2540,1505529.63,169
C02609,Customer_2609,1505159.8,170
C02774,Customer_2774,1504983.93,171
C02376,Customer_2376,1504435.31,172
C00844,Customer_844,1498822.81,173
C01557,Customer_1557,1496797.96,174
C00657,Customer_657,1496736.3199999998,175
C00171,Customer_171,1494387.27,176
C02533,Customer_2533,1492820.1400000001,177
C00769,Customer_769,1492571.93,178
C02838,Customer_2838,1492539.24,179
C00930,Customer_930,1492081.2999999998,180
C00913,Customer_913,1491966.1,181
C02095,Customer_2095,1486703.5499999998,182
C01760,Customer_1760,1485498.18,183
C01099,Customer_1099,1484978.52,184
C00172,Customer_172,1484956.25,185
C00681,Customer_681,1484637.27,186
C02429,Customer_2429,1483443.79,187
C00457,Customer_457,1483410.98,188
C01512,Customer_1512,1478373.1,189
C02069,Customer_2069,1473744.93,190
C00762,Customer_762,1473111.72,191
C02824,Customer_2824,1470681.6099999999,192
C00242,Customer_242,1469190.6600000001,193
C01017,Customer_1017,1468840.06,194
C00123,Customer_123,1466731.81,195
C00553,Customer_553,1466061.19,196
C02941,Customer_2941,1465257.9100000001,197
C00447,Customer_447,1464483.77,198
C00395,Customer_395,1460934.3,199
C00703,Customer_703,1459202.15,200
C00022,Customer_22,1458680.96,201
C02236,Customer_2236,1456623.94,202
C00714,Customer_714,1455773.2,203
C02325,Customer_2325,1454643.5,204
C00541,Customer_541,1454358.0,205
C01995,Customer_1995,1454196.7,206
C02438,Customer_2438,1452998.35,207
C02750,Customer_2750,1452645.63,208
C00820,Customer_820,1451670.1199999999,209
C01037,Customer_1037,1448469.78,210
C00092,Customer_92,1446909.64,211
C00390,Customer_390,1445442.3,212
C01215,Customer_1215,1444464.91,213
C02578,Customer_2578,1444364.4,214
C02318,Customer_2318,1442331.29,215
C00546,Customer_546,1441416.1300000001,216
C00061,Customer_61,1435430.88,217
C02342,Customer_2342,1435269.01,218
C01075,Customer_1075,1434996.36,219
C01261,Customer_1261,1434756.83,220
C01317,Customer_1317,1432961.73,221
C00115,Customer_115,1430951.91,222
C02667,Customer_2667,1429898.1900000002,223
C01180,Customer_1180,1429754.2,224
C01190,Customer_1190,1427031.68,225
C00453,Customer_453,1424634.55,226
C02016,Customer_2016,1424432.74,227
C01978,Customer_1978,1422387.15,228
C02312,Customer_2312,1419650.3499999999,229
C00674,Customer_674,1419461.8199999998,230
C01402,Customer_1402,1419063.27,231
C01083,Customer_1083,1416885.29,232
C00419,Customer_419,1416390.04,233
C01059,Customer_1059,1415676.06,234
C02464,Customer_2464,1408180.0499999998,235
C00967,Customer_967,1407678.03,236
C00990,Customer_990,1406851.1800000002,237
C01960,Customer_1960,1405738.1,238
C01063,Customer_1063,1404685.43,239
C01046,Customer_1046,1404631.8800000001,240
C01097,Customer_1097,1404363.73,241
C02582,Customer_2582,1403678.62,242
C01196,Customer_1196,1402944.3,243
C01483,Customer_1483,1401394.28,244
C02550,Customer_2550,1401377.47,245
C01518,Customer_1518,1400991.27,246
C01574,Customer_1574,1400371.8299999998,247
C00082,Customer_82,1400109.39,248
C01873,Customer_1873,1399714.87,249
C01706,Customer_1706,1398454.2,250
C00253,Customer_253,1397232.35,251
C02297,Customer_2297,1396436.0,252
C02655,Customer_2655,1393159.71,253
C00950,Customer_950,1389647.08,254
C01241,Customer_1241,1389236.48,255
C02266,Customer_2266,1387625.87,256
C00988,Customer_988,1387592.13,257
C01561,Customer_1561,1386672.29,258
C01095,Customer_1095,1386073.89,259
C00568,Customer_568,1385598.02,260
C00520,Customer_520,1385474.02,261
C00257,Customer_257,1384433.48,262
C02893,Customer_2893,1383580.52,263
C00646,Customer_646,1383119.2600000002,264
C01778,Customer_1778,1380329.49,265
C00838,Customer_838,1378031.6099999999,266
C00960,Customer_960,1376381.77,267
C00601,Customer_601,1375524.18,268
C02833,Customer_2833,1372446.33,269
C02173,Customer_2173,1371187.24,270
C02646,Customer_2646,1370942.1,271
C00505,Customer_505,1370736.63,272
C02602,Customer_2602,1369076.07,273
C00573,Customer_573,1367512.15,274
C01699,Customer_1699,1364480.36,275
C00758,Customer_758,1363689.76,276
C01479,Customer_1479,1362786.6099999999,277
C02947,Customer_2947,1361600.29,278
C02308,Customer_2308,1361470.14,279
C00155,Customer_155,1358983.81,280
C02057,Customer_2057,1358640.04,281
C01682,Customer_1682,1356057.52,282
C02060,Customer_2060,1355987.86,283
C01869,Customer_1869,1355896.66,284
C00130,Customer_130,1355215.6,285
C02416,Customer_2416,1354782.86,286
C00810,Customer_810,1353104.23,287
C01707,Customer_1707,1351700.8900000001,288
C02375,Customer_2375,1350734.04,289
C00311,Customer_311,1350042.54,290
C02805,Customer_2805,1345046.8399999999,291
C02757,Customer_2757,1345045.1,292
C01044,Customer_1044,1344617.29,293
C00465,Customer_465,1344033.24,294
C00363,Customer_363,1343700.29,295
C02198,Customer_2198,1343095.17,296
C01791,Customer_1791,1340820.69,297
C00897,Customer_897,1340213.56,298
C02530,Customer_2530,1338634.0699999998,299
C00893,Customer_893,1337904.8800000001,300
C02960,Customer_2960,1336590.85,301
C00383,Customer_383,1335750.7799999998,302
C02641,Customer_2641,1334927.61,303
C02984,Customer_2984,1334593.58,304
C00558,Customer_558,1332983.53,305
C00822,Customer_822,1331921.1400000001,306
C02505,Customer_2505,1330799.96,307
C00596,Customer_596,1330780.35,308
C00556,Customer_556,1330716.8199999998,309
C01416,Customer_1416,1327711.83,310
C01178,Customer_1178,1327378.42,311
C01716,Customer_1716,1326776.5799999998,312
C01127,Customer_1127,1325642.46,313
C00870,Customer_870,1323137.69,314
C00353,Customer_353,1322420.56,315
C02987,Customer_2987,1319779.23,316
C01603,Customer_1603,1318492.81,317
C02443,Customer_2443,1318126.83,318
C01516,Customer_1516,1317209.25,319
C00147,Customer_147,1317021.02,320
C00884,Customer_884,1316676.04,321
C01717,Customer_1717,1316607.8599999999,322
C02801,Customer_2801,1316268.1099999999,323
C01790,Customer_1790,1314559.34,324
C01944,Customer_1944,1314399.6,325
C00154,Customer_154,1309196.1099999999,326
C01538,Customer_1538,1309069.32,327
C00559,Customer_559,1307429.89,328
C00035,Customer_35,1307162.93,329
C00396,Customer_396,1304925.83,330
C00860,Customer_860,1301367.73,331
C00776,Customer_776,1300830.82,332
C00925,Customer_925,1299545.83,333
C02432,Customer_2432,1298967.78,334
C01071,Customer_1071,1298590.58,335
C00560,Customer_560,1297589.44,336
C00640,Customer_640,1295185.38,337
C02033,Customer_2033,1293660.75,338
C00673,Customer_673,1293430.22,339
C01424,Customer_1424,1291929.74,340
C01855,Customer_1855,1289905.44,341
C02328,Customer_2328,1289642.91,342
C02898,Customer_2898,1288794.45,343
C00025,Customer_25,1288096.84,344
C00338,Customer_338,1286303.52,345
C01524,Customer_1524,1286111.75,346
C01623,Customer_1623,1286020.76,347
C01527,Customer_1527,1285400.0699999998,348
C02632,Customer_2632,1284730.25,349
C01170,Customer_1170,1283303.9100000001,350
C02121,Customer_2121,1280903.13,351
C01549,Customer_1549,1279521.02,352
C01478,Customer_1478,1278959.84,353
C01948,Customer_1948,1278148.04,354
C01041,Customer_1041,1277912.11,355
C02301,Customer_2301,1277737.8699999999,356
C00634,Customer_634,1276875.6,357
C01014,Customer_1014,1276774.8900000001,358
C00494,Customer_494,1276213.6099999999,359
C01592,Customer_1592,1276150.21,360
C00455,Customer_455,1276102.92,361
C01252,Customer_1252,1275457.63,362
C01185,Customer_1185,1274845.35,363
C01304,Customer_1304,1274699.43,364
C02076,Customer_2076,1274189.69,365
C00384,Customer_384,1273537.31,366
C01090,Customer_1090,1272042.1400000001,367
C02780,Customer_2780,1271590.78,368
C01154,Customer_1154,1271284.41,369
C00586,Customer_586,1268993.82,370
C02764,Customer_2764,1268628.71,371
C02262,Customer_2262,1266756.99,372
C00371,Customer_371,1266505.1400000001,373
C00105,Customer_105,1266485.0,374
C01823,Customer_1823,1265872.3,375
C02101,Customer_2101,1264850.6300000001,376
C02735,Customer_2735,1264804.79,377
C01987,Customer_1987,1264188.18,378
C01265,Customer_1265,1263695.6,379
C01926,Customer_1926,1263340.5699999998,380
C02462,Customer_2462,1262857.25,381
C01938,Customer_1938,1261131.35,382
C01168,Customer_1168,1260709.54,383
C01039,Customer_1039,1260663.55,384
C02258,Customer_2258,1259575.27,385
C02162,Customer_2162,1258989.81,386
C01245,Customer_1245,1258976.8399999999,387
C00460,Customer_460,1257512.81,388
C02809,Customer_2809,1256868.06,389
C00489,Customer_489,1254254.85,390
C01787,Customer_1787,1253701.62,391
C02961,Customer_2961,1253294.42,392
C00872,Customer_872,1251956.9000000001,393
C02061,Customer_2061,1251099.9,394
C00016,Customer_16,1248840.97,395
C02937,Customer_2937,1247696.27,396
C02676,Customer_2676,1246729.46,397
C01908,Customer_1908,1246513.04,398
C01501,Customer_1501,1246018.9,399
C02946,Customer_2946,1244814.63,400
C00357,Customer_357,1240838.35,401
C01493,Customer_1493,1239899.26,402
C00871,Customer_871,1239318.7,403
C00393,Customer_393,1239222.02,404
C01894,Customer_1894,1239215.36,405
C01081,Customer_1081,1239102.63,406
C00295,Customer_295,1239080.04,407
C01292,Customer_1292,1238298.55,408
C00982,Customer_982,1236071.24,409
C01106,Customer_1106,1234920.33,410
C01474,Customer_1474,1234766.26,411
C02445,Customer_2445,1233272.91,412
C01864,Customer_1864,1232812.66,413
C01117,Customer_1117,1232783.72,414
C01290,Customer_1290,1230076.93,415
C01565,Customer_1565,1230008.0,416
C00936,Customer_936,1229932.75,417
C01997,Customer_1997,1227496.07,418
C02842,Customer_2842,1227414.42,419
C01586,Customer_1586,1226875.1,420
C00162,Customer_162,1226796.48,421
C01532,Customer_1532,1226578.8699999999,422
C00511,Customer_511,1226400.68,423
C02476,Customer_2476,1224212.31,424
C01657,Customer_1657,1223068.21,425
C02854,Customer_2854,1219815.8,426
C00575,Customer_575,1216902.8900000001,427
C00208,Customer_208,1216829.3399999999,428
C02107,Customer_2107,1215214.53,429
C01051,Customer_1051,1214940.1800000002,430
C02250,Customer_2250,1214802.89,431
C02673,Customer_2673,1213697.15,432
C02712,Customer_2712,1212602.8199999998,433
C01829,Customer_1829,1210582.24,434
C02493,Customer_2493,1210571.46,435
C01694,Customer_1694,1209617.85,436
C02323,Customer_2323,1208864.45,437
C02626,Customer_2626,1208225.19,438
C02746,Customer_2746,1207684.3599999999,439
C01280,Customer_1280,1207354.89,440
C02350,Customer_2350,1207041.45,441
C01639,Customer_1639,1206946.46,442
C00630,Customer_630,1206117.31,443
C00426,Customer_426,1204924.52,444
C02669,Customer_2669,1204764.77,445
C02967,Customer_2967,1203380.8399999999,446
C01683,Customer_1683,1202649.69,447
C01448,Customer_1448,1201903.97,448
C01395,Customer_1395,1200905.44,449
C00902,Customer_902,1200030.35,450
C01400,Customer_1400,1199914.27,451
C00881,Customer_881,1199060.06,452
C02849,Customer_2849,1198983.2999999998,453
C02986,Customer_2986,1197709.58,454
C00345,Customer_345,1197003.33,455
C01742,Customer_1742,1196860.38,456
C02553,Customer_2553,1195557.01,457
C00676,Customer_676,1193305.79,458
C01089,Customer_1089,1189343.4400000002,459
C01523,Customer_1523,1187467.28,460
C01368,Customer_1368,1185889.07,461
C01203,Customer_1203,1185600.69,462
C02419,Customer_2419,1185154.07,463
C01307,Customer_1307,1184129.43,464
C02576,Customer_2576,1183610.0,465
C00456,Customer_456,1183148.0,466
C02868,Customer_2868,1183022.15,467
C02706,Customer_2706,1182725.05,468
C01504,Customer_1504,1181874.52,469
C02660,Customer_2660,1180957.49,470
C00398,Customer_398,1180799.79,471
C01207,Customer_1207,1180469.19,472
C02503,Customer_2503,1180130.68,473
C00632,Customer_632,1179797.09,474
C02487,Customer_2487,1179634.39,475
C01611,Customer_1611,1179542.1099999999,476
C02902,Customer_2902,1178435.5,477
C01055,Customer_1055,1178195.72,478
C00217,Customer_217,1177630.63,479
C02811,Customer_2811,1177342.0999999999,480
C01856,Customer_1856,1177296.76,481
C00313,Customer_313,1176993.6400000001,482
C02661,Customer_2661,1176965.28,483
C01320,Customer_1320,1176213.68,484
C01330,Customer_1330,1175631.42,485
C02056,Customer_2056,1174991.45,486
C02507,Customer_2507,1173737.68,487
C02182,Customer_2182,1172773.52,488
C00942,Customer_942,1172336.49,489
C01597,Customer_1597,1171665.07,490
C00597,Customer_597,1171612.1300000001,491
C02985,Customer_2985,1170974.25,492
C01110,Customer_1110,1170819.3,493
C01253,Customer_1253,1167283.9,494
C02585,Customer_2585,1166994.96,495
C02458,Customer_2458,1166643.44,496
C02122,Customer_2122,1165289.1199999999,497
C01970,Customer_1970,1164174.1099999999,498
C00392,Customer_392,1162765.1,499
C01385,Customer_1385,1162211.1099999999,500
C02154,Customer_2154,1162153.5999999999,501
C00116,Customer_116,1162107.52,502
C00320,Customer_320,1158827.07,503
C00919,Customer_919,1156576.2,504
C00911,Customer_911,1155669.44,505
C02876,Customer_2876,1154925.97,506
C00041,Customer_41,1154701.6099999999,507
C01974,Customer_1974,1154009.11,508
C02144,Customer_2144,1151146.87,509
C01659,Customer_1659,1150988.1600000001,510
C00106,Customer_106,1150601.03,511
C01386,Customer_1386,1150463.43,512
C01231,Customer_1231,1150396.76,513
C02760,Customer_2760,1150165.4,514
C00331,Customer_331,1147925.95,515
C00183,Customer_183,1147608.33,516
C02810,Customer_2810,1146012.91,517
C00226,Customer_226,1144292.16,518
C02921,Customer_2921,1144222.97,519
C00270,Customer_270,1144161.16,520
C01496,Customer_1496,1144150.57,521
C02751,Customer_2751,1144086.04,522
C02728,Customer_2728,1144010.91,523
C02275,Customer_2275,1143999.91,524
C02344,Customer_2344,1142325.3699999999,525
C00740,Customer_740,1140676.92,526
C01389,Customer_1389,1140377.37,527
C00875,Customer_875,1140220.8599999999,528
C02052,Customer_2052,1139752.22,529
C00471,Customer_471,1139205.97,530
C00343,Customer_343,1137463.82,531
C01160,Customer_1160,1135683.6099999999,532
C00080,Customer_80,1135343.86,533
C00547,Customer_547,1135329.27,534
C02482,Customer_2482,1135289.4100000001,535
C00276,Customer_276,1134602.48,536
C01490,Customer_1490,1134506.01,537
C02373,Customer_2373,1134295.47,538
C01285,Customer_1285,1133043.26,539
C02870,Customer_2870,1132989.8599999999,540
C02598,Customer_2598,1131663.5,541
C00223,Customer_223,1131598.65,542
C00623,Customer_623,1130682.3,543
C01973,Customer_1973,1130099.61,544
C01994,Customer_1994,1128552.44,545
C00137,Customer_137,1126621.99,546
C01482,Customer_1482,1125957.47,547
C00680,Customer_680,1123752.75,548
C00604,Customer_604,1122469.25,549
C00210,Customer_210,1122351.24,550
C02105,Customer_2105,1122048.87,551
C01541,Customer_1541,1121427.03,552
C00986,Customer_986,1121330.38,553
C01630,Customer_1630,1121129.33,554
C01579,Customer_1579,1120088.91,555
C00581,Customer_581,1119953.8,556
C00043,Customer_43,1119775.26,557
C02321,Customer_2321,1119160.8599999999,558
C01807,Customer_1807,1118985.5699999998,559
C01418,Customer_1418,1118807.3499999999,560
C01835,Customer_1835,1115317.5799999998,561
C02213,Customer_2213,1114834.75,562
C02147,Customer_2147,1114579.2999999998,563
C00517,Customer_517,1114556.28,564
C02295,Customer_2295,1114032.8399999999,565
C01774,Customer_1774,1113895.88,566
C00898,Customer_898,1113467.3699999999,567
C02721,Customer_2721,1112126.5899999999,568
C00564,Customer_564,1112072.39,569
C02218,Customer_2218,1111827.12,570
C01765,Customer_1765,1111779.95,571
C00774,Customer_774,1111692.08,572
C02197,Customer_2197,1110696.5,573
C00991,Customer_991,1110221.14,574
C00727,Customer_727,1109531.6,575
C01328,Customer_1328,1107813.04,576
C02032,Customer_2032,1107373.48,577
C01118,Customer_1118,1106993.14,578
C02680,Customer_2680,1106881.46,579
C01068,Customer_1068,1106487.74,580
C00905,Customer_905,1106430.7,581
C01101,Customer_1101,1105473.99,582
C00073,Customer_73,1104466.14,583
C01726,Customer_1726,1104223.95,584
C01788,Customer_1788,1103474.08,585
C02873,Customer_2873,1103390.56,586
C02284,Customer_2284,1103369.97,587
C02219,Customer_2219,1103230.4000000001,588
C01066,Customer_1066,1102878.36,589
C00883,Customer_883,1102748.68,590
C02942,Customer_2942,1102429.19,591
C00946,Customer_946,1101629.6700000002,592
C02422,Customer_2422,1101615.7000000002,593
C01814,Customer_1814,1101221.31,594
C01554,Customer_1554,1100630.02,595
C01334,Customer_1334,1099976.13,596
C01026,Customer_1026,1098697.1,597
C02283,Customer_2283,1096569.7999999998,598
C01702,Customer_1702,1094979.14,599
C00616,Customer_616,1094938.68,600
C01244,Customer_1244,1094454.49,601
C00923,Customer_923,1094116.46,602
C00422,Customer_422,1093069.24,603
C00916,Customer_916,1092623.49,604
C01629,Customer_1629,1092446.13,605
C02653,Customer_2653,1092403.66,606
C00101,Customer_101,1092003.95,607
C01599,Customer_1599,1091466.8599999999,608
C01626,Customer_1626,1091456.53,609
C00557,Customer_557,1091306.99,610
C01595,Customer_1595,1090546.03,611
C01824,Customer_1824,1090102.4,612
C01451,Customer_1451,1087887.27,613
C02064,Customer_2064,1087433.92,614
C02245,Customer_2245,1085864.8900000001,615
C01378,Customer_1378,1085845.3,616
C01578,Customer_1578,1085737.0,617
C01931,Customer_1931,1085476.6,618
C02047,Customer_2047,1085425.56,619
C01500,Customer_1500,1084547.71,620
C00579,Customer_579,1084519.91,621
C01921,Customer_1921,1084491.09,622
C01009,Customer_1009,1083459.14,623
C02077,Customer_2077,1083034.4000000001,624
C02880,Customer_2880,1082401.67,625
C00998,Customer_998,1082376.29,626
C00069,Customer_69,1081675.44,627
C00521,Customer_521,1081570.23,628
C02613,Customer_2613,1079889.49,629
C02336,Customer_2336,1079137.25,630
C00375,Customer_375,1078273.44,631
C01577,Customer_1577,1078024.06,632
C02622,Customer_2622,1077934.51,633
C02134,Customer_2134,1077629.36,634
C01822,Customer_1822,1076662.08,635
C02463,Customer_2463,1076512.37,636
C01999,Customer_1999,1076407.41,637
C01137,Customer_1137,1076113.3399999999,638
C00821,Customer_821,1075598.71,639
C01260,Customer_1260,1074338.02,640
C01895,Customer_1895,1072019.53,641
C02608,Customer_2608,1071587.62,642
C02522,Customer_2522,1071116.78,643
C01103,Customer_1103,1070794.26,644
C01831,Customer_1831,1070670.1099999999,645
C02799,Customer_2799,1070508.52,646
C00344,Customer_344,1069868.8399999999,647
C02428,Customer_2428,1069730.1700000002,648
C02260,Customer_2260,1068860.43,649
C01148,Customer_1148,1068365.7,650
C01473,Customer_1473,1066978.96,651
C00144,Customer_144,1066750.27,652
C00654,Customer_654,1066282.24,653
C00628,Customer_628,1065924.8399999999,654
C01854,Customer_1854,1065823.54,655
C02179,Customer_2179,1065798.4,656
C01678,Customer_1678,1065694.31,657
C01750,Customer_1750,1064797.76,658
C00591,Customer_591,1063914.54,659
C00084,Customer_84,1063643.07,660
C01094,Customer_1094,1063633.5,661
C01588,Customer_1588,1063624.71,662
C01346,Customer_1346,1062149.8900000001,663
C02903,Customer_2903,1062073.22,664
C01591,Customer_1591,1061840.48,665
C02812,Customer_2812,1061571.35,666
C01793,Customer_1793,1061254.01,667
C00237,Customer_237,1060372.63,668
C00644,Customer_644,1059712.01,669
C01897,Customer_1897,1059423.44,670
C02007,Customer_2007,1057839.29,671
C00464,Customer_464,1056976.65,672
C01628,Customer_1628,1056974.39,673
C01584,Customer_1584,1056885.37,674
C02543,Customer_2543,1056494.57,675
C02965,Customer_2965,1055302.38,676
C02862,Customer_2862,1054940.22,677
C01077,Customer_1077,1054917.39,678
C02554,Customer_2554,1054809.2,679
C02934,Customer_2934,1053688.3299999998,680
C01342,Customer_1342,1053382.23,681
C02434,Customer_2434,1052810.92,682
C00450,Customer_450,1052069.8900000001,683
C00587,Customer_587,1050842.33,684
C00348,Customer_348,1048893.3699999999,685
C00690,Customer_690,1048733.57,686
C00191,Customer_191,1048724.52,687
C00571,Customer_571,1048469.01,688
C00817,Customer_817,1047515.96,689
C00945,Customer_945,1046797.53,690
C02896,Customer_2896,1046550.5700000001,691
C02311,Customer_2311,1046527.02,692
C01582,Customer_1582,1046175.3,693
C00283,Customer_283,1045978.79,694
C01309,Customer_1309,1045422.59,695
C02562,Customer_2562,1044264.1000000001,696
C00021,Customer_21,1041307.95,697
C02229,Customer_2229,1040766.1699999999,698
C01305,Customer_1305,1040733.93,699
C02264,Customer_2264,1040636.5900000001,700
C01575,Customer_1575,1040077.1599999999,701
C02725,Customer_2725,1039776.66,702
C02979,Customer_2979,1038895.24,703
C02259,Customer_2259,1038462.97,704
C02265,Customer_2265,1038372.3300000001,705
C00824,Customer_824,1036354.12,706
C01936,Customer_1936,1034909.4500000001,707
C00918,Customer_918,1034543.62,708
C01569,Customer_1569,1033252.31,709
C01300,Customer_1300,1032367.0399999999,710
C01016,Customer_1016,1031993.3699999999,711
C02839,Customer_2839,1031830.51,712
C00594,Customer_594,1031252.0900000001,713
C00367,Customer_367,1031129.2,714
C01015,Customer_1015,1030839.25,715
C01195,Customer_1195,1030289.6200000001,716
C02427,Customer_2427,1028082.91,717
C00588,Customer_588,1026235.99,718
C00672,Customer_672,1026142.85,719
C00067,Customer_67,1025504.5,720
C02431,Customer_2431,1025399.91,721
C01867,Customer_1867,1025047.06,722
C01522,Customer_1522,1024314.78,723
C00160,Customer_160,1023569.36,724
C01758,Customer_1758,1022324.7100000001,725
